activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,13918427,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(Cl)ccc1NC(c1ccccn1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.06', 'le': '0.27', 'lle': '-0.22', 'sei': '9.10'}",CHEMBL3112922,,CHEMBL3112922,5.28,False,http://www.openphacts.org/units/Nanomolar,1963518,=,1,True,=,,IC50,nM,,5200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,5.2
,13918428,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C)cc1NC(c1cccnc1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.42', 'le': '0.26', 'lle': '0.51', 'sei': '7.96'}",CHEMBL3112921,,CHEMBL3112921,5.36,False,http://www.openphacts.org/units/Nanomolar,1963517,=,1,True,=,,IC50,nM,,4400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.4
,13918429,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C)cc1NC(c1ccccn1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.25', 'le': '0.26', 'lle': '0.44', 'sei': '7.87'}",CHEMBL3112920,,CHEMBL3112920,5.29,False,http://www.openphacts.org/units/Nanomolar,1963516,=,1,True,=,,IC50,nM,,5100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,5.1
,13918430,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCOC(=O)c1ccc(NC(c2cccnc2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.36', 'le': '0.24', 'lle': '0.42', 'sei': '6.55'}",CHEMBL3112919,,CHEMBL3112919,5.52,False,http://www.openphacts.org/units/Nanomolar,1963515,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.0
,13918431,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCOC(=O)c1ccc(NC(c2ccccn2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '12.70', 'le': '0.23', 'lle': '0.15', 'sei': '6.23'}",CHEMBL3112918,,CHEMBL3112918,5.25,False,http://www.openphacts.org/units/Nanomolar,1963514,=,1,True,=,,IC50,nM,,5600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,5.6
,13918432,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1cccc(NC(c2cccnc2)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.95', 'le': '0.25', 'lle': '1.06', 'sei': '6.38'}",CHEMBL3112917,,CHEMBL3112917,5.38,False,http://www.openphacts.org/units/Nanomolar,1963513,=,1,True,=,,IC50,nM,,4200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.2
,13918433,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1cccc(NC(c2ccccn2)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.25', 'le': '0.24', 'lle': '0.79', 'sei': '6.06'}",CHEMBL3112916,,CHEMBL3112916,5.11,False,http://www.openphacts.org/units/Nanomolar,1963512,=,1,True,=,,IC50,nM,,7800.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,7.8
,13918434,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)c1ccc(NC(c2cccnc2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.86', 'le': '0.25', 'lle': '0.83', 'sei': '6.57'}",CHEMBL3112915,,CHEMBL3112915,5.54,False,http://www.openphacts.org/units/Nanomolar,1963511,=,1,True,=,,IC50,nM,,2900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.9
,13918435,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)c1ccc(NC(c2ccccn2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.25', 'le': '0.24', 'lle': '0.58', 'sei': '6.28'}",CHEMBL3112914,,CHEMBL3112914,5.29,False,http://www.openphacts.org/units/Nanomolar,1963510,=,1,True,=,,IC50,nM,,5100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,5.1
,13918436,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Oc1c(C(Nc2ccccc2Cl)c2cccnc2)ccc2cccnc12,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '15.81', 'le': '0.30', 'lle': '0.53', 'sei': '9.86'}",CHEMBL3112913,,CHEMBL3112913,5.72,False,http://www.openphacts.org/units/Nanomolar,1963509,=,1,True,=,,IC50,nM,,1900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.9
,13918437,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Oc1c(C(Nc2ccccc2Cl)c2ccccn2)ccc2cccnc12,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.51', 'le': '0.28', 'lle': '0.06', 'sei': '9.05'}",CHEMBL3112912,,CHEMBL3112912,5.25,False,http://www.openphacts.org/units/Nanomolar,1963508,=,1,True,=,,IC50,nM,,5600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,5.6
,13918438,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC(c2ccc(C)s2)c2ccc3ccc(C)nc3c2O)n1,,,CHEMBL3112564,J. Med. Chem.,2014,,CHEMBL1383321,,CHEMBL1383321,,False,http://www.openphacts.org/units/Nanomolar,1963507,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,13918439,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(C)s3)c(O)c2n1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '15.77', 'le': '0.30', 'lle': '0.48', 'sei': '9.82'}",CHEMBL3112911,,CHEMBL3112911,5.70,False,http://www.openphacts.org/units/Nanomolar,1963506,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.0
,13918440,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '15.40', 'le': '0.28', 'lle': '0.87', 'sei': '8.50'}",CHEMBL3112910,,CHEMBL3112910,5.72,False,http://www.openphacts.org/units/Nanomolar,1963505,=,1,True,=,,IC50,nM,,1900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.9
,13918441,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.69', 'le': '0.27', 'lle': '0.70', 'sei': '7.81'}",CHEMBL3112909,,CHEMBL3112909,5.25,False,http://www.openphacts.org/units/Nanomolar,1963504,=,1,True,=,,IC50,nM,,5600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,5.6
,13918442,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3ccc(C)nc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.98', 'le': '0.27', 'lle': '0.94', 'sei': '5.93'}",CHEMBL3112908,,CHEMBL3112908,6.00,False,http://www.openphacts.org/units/Nanomolar,1963503,=,1,True,=,,IC50,nM,,1000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.0
,13918443,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(c2ccc([N+](=O)[O-])cc2)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.89', 'le': '0.25', 'lle': '0.62', 'sei': '5.30'}",CHEMBL589706,,CHEMBL589706,5.37,False,http://www.openphacts.org/units/Nanomolar,1963502,=,1,True,=,,IC50,nM,,4300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.3
,13918444,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC(c2ccc(N(C)C)cc2)c2ccc3ccc(C)nc3c2O)n1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.42', 'le': '0.24', 'lle': '0.13', 'sei': '8.73'}",CHEMBL3112907,,CHEMBL3112907,5.35,False,http://www.openphacts.org/units/Nanomolar,1963501,=,1,True,=,,IC50,nM,,4500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.5
,13918445,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(c2ccc(N(C)C)cc2)c2ccc3ccc(C)nc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.06', 'le': '0.26', 'lle': '0.38', 'sei': '9.14'}",CHEMBL3112906,,CHEMBL3112906,5.60,False,http://www.openphacts.org/units/Nanomolar,1963500,=,1,True,=,,IC50,nM,,2500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.5
,13918446,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(c2ccc(N(C)C)cc2)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.19', 'le': '0.26', 'lle': '0.55', 'sei': '8.90'}",CHEMBL3112905,,CHEMBL3112905,5.46,False,http://www.openphacts.org/units/Nanomolar,1963499,=,1,True,=,,IC50,nM,,3500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.5
,13918447,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)c1ccc(C(NC(=O)Cc2ccccc2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '12.51', 'le': '0.23', 'lle': '0.70', 'sei': '7.87'}",CHEMBL3112904,,CHEMBL3112904,5.15,False,http://www.openphacts.org/units/Nanomolar,1963498,=,1,True,=,,IC50,nM,,7100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,7.1
,13918448,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,,CHEMBL602720,,CHEMBL602720,,False,http://www.openphacts.org/units/Nanomolar,1963497,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,13918449,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,,CHEMBL3112903,,CHEMBL3112903,,False,http://www.openphacts.org/units/Nanomolar,1963496,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,13918450,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NC(c1ccc(C)cc1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,,CHEMBL3112902,,CHEMBL3112902,,False,http://www.openphacts.org/units/Nanomolar,1963495,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,13918451,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '15.97', 'le': '0.29', 'lle': '0.53', 'sei': '9.78'}",CHEMBL3112901,,CHEMBL3112901,5.68,False,http://www.openphacts.org/units/Nanomolar,1963494,=,1,True,=,,IC50,nM,,2100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.1
,13918452,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '16.41', 'le': '0.29', 'lle': '0.75', 'sei': '9.65'}",CHEMBL1497004,,CHEMBL1497004,5.60,False,http://www.openphacts.org/units/Nanomolar,1963493,=,1,True,=,,IC50,nM,,2500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.5
,13918453,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3)c(O)c2n1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '15.45', 'le': '0.28', 'lle': '0.57', 'sei': '9.57'}",CHEMBL3112900,,CHEMBL3112900,5.55,False,http://www.openphacts.org/units/Nanomolar,1963492,=,1,True,=,,IC50,nM,,2800.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.8
,13918454,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)ccc2cccnc12,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.91', 'le': '0.27', 'lle': '0.47', 'sei': '8.87'}",CHEMBL3112899,,CHEMBL3112899,5.15,False,http://www.openphacts.org/units/Nanomolar,1963491,=,1,True,=,,IC50,nM,,7100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,7.1
,13918455,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CCC(=O)NC(c1ccc(OC)c(OC)c1)c1ccc2cccnc2c1O,,,CHEMBL3112564,J. Med. Chem.,2014,,CHEMBL591848,,CHEMBL591848,,False,http://www.openphacts.org/units/Nanomolar,1963490,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,13918456,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(Nc2ccccn2)c2ccc3ccc(C)nc3c2O)cc1OC,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.76', 'le': '0.25', 'lle': '0.66', 'sei': '7.22'}",CHEMBL3112898,,CHEMBL3112898,5.52,False,http://www.openphacts.org/units/Nanomolar,1963489,=,1,True,=,,IC50,nM,,3000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.0
,13918457,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(Nc2ccccn2)c2ccc3cccnc3c2O)cc1OC,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.44', 'le': '0.25', 'lle': '0.66', 'sei': '6.81'}",CHEMBL3112897,,CHEMBL3112897,5.21,False,http://www.openphacts.org/units/Nanomolar,1963488,=,1,True,=,,IC50,nM,,6200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,6.2
,13918458,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2)c2ccc3ccc(C)nc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '13.95', 'le': '0.28', 'lle': '-0.54', 'sei': '10.20'}",CHEMBL3112896,,CHEMBL3112896,5.92,False,http://www.openphacts.org/units/Nanomolar,1963487,=,1,True,=,,IC50,nM,,1200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.2
,13918459,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccnc(NC(c2ccc(Cl)c(Cl)c2)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.19', 'le': '0.28', 'lle': '-0.33', 'sei': '10.03'}",CHEMBL3112895,,CHEMBL3112895,5.82,False,http://www.openphacts.org/units/Nanomolar,1963486,=,1,True,=,,IC50,nM,,1500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.5
,13918460,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C(Nc2cc(C)ccn2)c2ccc3ccc(C)nc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.78', 'le': '0.27', 'lle': '0.54', 'sei': '8.47'}",CHEMBL3112894,,CHEMBL3112894,5.70,False,http://www.openphacts.org/units/Nanomolar,1963485,=,1,True,=,,IC50,nM,,2000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.0
,13918461,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '14.76', 'le': '0.27', 'lle': '0.63', 'sei': '8.15'}",CHEMBL598057,,CHEMBL598057,5.48,False,http://www.openphacts.org/units/Nanomolar,1963484,=,1,True,=,,IC50,nM,,3300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.3
,13918462,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C(NC(C)=O)c2ccc3cccnc3c2O)c1,,,CHEMBL3112564,J. Med. Chem.,2014,,CHEMBL1594475,,CHEMBL1594475,,False,http://www.openphacts.org/units/Nanomolar,1963483,>,1,True,>,,IC50,nM,,100000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,100.0
,13918463,[],CHEMBL3117199,Inhibition of Clostridium botulinum BoNT/A LC expressed in Escherichia coli assessed as cleavage of SNAPtide preincubated for 5 mins followed by SNAPtide addition measured for 105 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC(c2cccc(OCc3ccccc3)c2)c2ccc3ccc(C)nc3c2O)n1,,,CHEMBL3112564,J. Med. Chem.,2014,"{'bei': '11.82', 'le': '0.21', 'lle': '-1.27', 'sei': '8.11'}",CHEMBL3112893,,CHEMBL3112893,5.46,False,http://www.openphacts.org/units/Nanomolar,1963482,=,1,True,=,,IC50,nM,,3500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.5
